bundleId,name,slug,status,bestUrl,appStoreUrl,source,confidence,pageTitle,notes
"com.anker.pcankermake/","AnkerMake Studio","ankermake-studio","unreported","https://www.anker.com/","","reverse-dns","medium","Anker | Live Charged. - Anker US","candidate anker.com; rel=0.00"
"com.usboverdrive.app","USB Overdrive","usb-overdrive","native","https://www.usboverdrive.com/","","reverse-dns","medium","USB Overdrive &#8211; Take full advantage of any USB or Bluetooth mouse, keyboard, trackball, joystick or gamepad.","candidate usboverdrive.com; rel=1.00"
"jp.co.nikon.NX-Studio","NX Studio","nx-studio","native","https://www.jp.nikon.com/","","reverse-dns","medium","Nikon","candidate nikon.co.jp; rel=0.00"
"com.toontrack.superior3host","Superior Drummer 3","superior-drummer-3","native","https://www.toontrack.com/","","reverse-dns","medium","Toontrack","candidate toontrack.com; rel=0.00"
"com.creality.crealityprint","Creality_Print","crealityprint","unreported","https://www.creality.com/","","reverse-dns","medium","Creality - Official Website","candidate creality.com; rel=0.50"
"org.k1jt.wsjtx","WSJT-X","wsjt-x","unreported","https://k1jt.com/","","reverse-dns","medium","k1jt - লাইভ ক্যাসিনো ও bKash Nagad Rocket পেমেন্টের বিশ্বস্ত সাইট","candidate k1jt.com; rel=0.00"
"com.balsamiq.wireframes","Balsamiq Wireframes","balsamiq-wireframes","native","https://balsamiq.com/","","reverse-dns","medium","Balsamiq: Fast, focused wireframing and prototyping tools","candidate balsamiq.com; rel=0.50"
"com.hey.app.desktop","HEY","hey","unreported","https://www.hey.com/","","reverse-dns","medium","HEY — A delightfully fresh take on email + calendar, from 37signals","candidate hey.com; rel=1.00"
"com.vandyke.SecureCRT","SecureCRT","securecrt","unreported","http://www.vandyke.com/products/securecrt/securecrt_ios.html","https://apps.apple.com/us/app/securecrt/id911124130?uo=4","itunes-seller","high","","MAS: SecureCRT v4.0.1"
"dev.ares.ares","ares","ares","native","https://ares.dev/","","reverse-dns","medium","Full Page Slider - ARES | Tales Workshop","candidate ares.dev; rel=1.00"
"net.pcsx2.pcsx2","PCSX2","pcsx2","unreported","https://pcsx2.net/","","reverse-dns","medium","Home | PCSX2","candidate pcsx2.net; rel=1.00"
"app.keystro.macos","Keystro","keystro","native","https://keystro.app/","","reverse-dns","medium","Keystro app","candidate keystro.app; rel=1.00"
"com.nw-builder.popcorn-time","Popcorn-Time","popcorn-time","unreported","https://nw-builder.com/","","reverse-dns","medium","","candidate nw-builder.com; rel=0.00"
"com.etresoft.EtreCheck4","EtreCheckPro","etrecheckpro","native","https://etresoft.com/en/index.html","","reverse-dns","medium","Etresoft","candidate etresoft.com; rel=0.00"
"com.framer.electron","Framer","framer","native","https://www.framer.com/","","reverse-dns","medium","Framer: AI website builder for professional sites","candidate framer.com; rel=1.00; PARKED?"
"com.electron.silex-desktop","silex-desktop","silex-desktop","unreported","https://github.com/silexlabs/silex-desktop","","web-search","high","","web: Official Silex Labs silex-desktop repo (free/libre no-code website builder) with macOS .dmg releases; bundleId matches"
"com.viber.osx","Rakuten Viber","rakuten-viber","native","https://www.viber.com/en/","","reverse-dns","medium","","candidate viber.com; rel=0.50"
"io.github.lime3ds.Lime3DS","Lime3DS","lime3ds","native","https://github.com/Lime3DS/Lime3DS","","web-search","high","","web: Official Lime3DS GitHub org (Nintendo 3DS emulator, Citra fork) with macOS releases; bundleId io.github.lime3ds matches (now discontinued in favor of Azahar)"
"com.paradigmasoft.vstudio","Valentina Studio","valentina-studio","unreported","https://apps.apple.com/us/app/valentina-studio/id604825918?mt=12&uo=4","https://apps.apple.com/us/app/valentina-studio/id604825918?mt=12&uo=4","itunes-appstore","high","","MAS: Valentina Studio v17.5"
"com.outerbase.app","Outerbase","outerbase","native","https://outerbase.com/","","reverse-dns","medium","Outerbase | The interface for your database","candidate outerbase.com; rel=1.00"
"com.objective-see.lulu.app","LuLu","lulu","native","https://objective-see.org/","","reverse-dns","medium","Objective-See Foundation","candidate objective-see.com; rel=0.00"
"net.mediaarea.mediainfo.mac","MediaInfo","mediainfo","native","https://mediaarea.net/Services","https://apps.apple.com/us/app/mediainfo/id510620098?mt=12&uo=4","itunes-seller","high","","MAS: MediaInfo v26.05"
"org.pythonmac.unspecified.Nudge","Nudge","nudge","unreported","http://pythonmac.org/","","reverse-dns","medium","","candidate pythonmac.org; rel=0.00"
"com.kristanix.mac.jigsawpuzzleepic","Jigsaw Puzzle Epic","jigsaw-puzzle-epic","native","https://www.kristanix.com/jigsawpuzzleepic/","https://apps.apple.com/us/app/jigsaw-puzzles-epic/id796885130?mt=12&uo=4","itunes-seller","high","","MAS: Jigsaw Puzzles Epic v2.1.1"
"rugarciap.com.Turbo-Boost-Switcher-Pro-Pro","Turbo Boost Switcher","turbo-boost-switcher","native","https://tbswitcher.rugarciap.com/","","web-search","high","","web: Official Turbo Boost Switcher site by rugarciap (macOS); bundleId rugarciap.com matches developer"
"com.grammarly.ProjectLlama","Grammarly Desktop","grammarly-desktop","native","https://www.grammarly.com/1","","reverse-dns","medium","Grammarly","candidate grammarly.com; rel=0.50"
"com.xlnaudio.addictivedrums2","Addictive Drums 2","addictive-drums-2","native","https://www.xlnaudio.com/","","reverse-dns","medium","Software for Music Production – XLN Audio","candidate xlnaudio.com; rel=0.00"
"com.logmein.hamachiinstaller","LogMeIn Hamachi Installer","logmein-hamachi-installer","unreported","https://www.logmein.com/","","reverse-dns","medium","LogMeIn: Remote Access Software &amp; Remote Support Solutions","candidate logmein.com; rel=0.33"
"com.drobo.Install","Install","install","unreported","https://www.drobo.com/start/start-drobo-install-dashboard-mac/","","web-search","medium","","web: Official Drobo macOS Dashboard installer page; bundleId com.drobo.Install matches (note: Drobo defunct, site may be offline)"
"com.divertisma.StagePlotPro","StagePlotPro 2.9.9.2","stageplotpro-2992","unreported","http://www.stageplot.com/","","web-search","medium","","web: StagePlotPro by Chip Wallace; app support URL is stageplot.com per app metadata; original Mac app (no longer actively maintained). Not fully confirmed live"
"JView","JView","jview","unreported","https://github.com/liuyujung/JView","","web-search","high","","web: Exact match: GitHub repo liuyujung/JView described as 'Mac OS image viewer' (JPEG/GIF/TIF/BMP/PICT/ICNS); bundleId 'JView' matches"
"com.vadimdemedes.Darkmatter","Darkmatter","darkmatter","native","https://vadimdemedes.com/","","reverse-dns","medium","Vadim&#39;s website","candidate vadimdemedes.com; rel=0.00"
"org.springframework.boot.ide.branding.sts4","SpringToolSuite4","springtoolsuite4","unreported","https://spring.io/","","reverse-dns","medium","","candidate springframework.org; rel=0.00"
"threema-consumer-web","threema-consumer-web","threema-consumer-web","native","https://threema.com/en/download","","web-search","high","","web: Official Threema download page (consumer/private desktop app for macOS); also github.com/threema-ch/threema-desktop"
"org.fugoya.Fugoya","Fugoya","fugoya","native","https://fugoya.com/","","reverse-dns","medium","Fugoya — Polished productivity software for freelance professionals.","candidate fugoya.com; rel=1.00"
"jan.ai.app","Jan","jan","native","https://ai.com/start","","reverse-dns","medium","","candidate ai.com; rel=0.00"
"com.aicoin.desktop","AICoin","aicoin","native","https://www.aicoin.com/zh-Hans","","reverse-dns","medium","","candidate aicoin.com; rel=1.00"
"com.steinberg.cubase13","Cubase","cubase","native","https://www.steinberg.net/cubase/","","web-search","high","","web: Official Steinberg Cubase product page (macOS DAW); bundleId com.steinberg matches"
"com.epson.InstallNavi.launcher","Epson Installer","epson-installer","native","https://epson.com/","","reverse-dns","medium","Epson Global Portal","candidate epson.com; rel=0.50"
"com.spitfireaudio.spitfireaudio","Spitfire Audio","spitfire-audio","native","https://www.spitfireaudio.com/en-us","","reverse-dns","medium","","candidate spitfireaudio.com; rel=1.00"
"com.modartt.Pianoteq7.Standalone","Pianoteq 7","pianoteq-7","native","https://www.modartt.com/","","reverse-dns","medium","Modartt — Pianoteq and Organteq: physically modelled instruments","candidate modartt.com; rel=1.00"
"com.toontrack.ezmixhost","EZmix","ezmix","native","https://www.toontrack.com/","","reverse-dns","medium","Toontrack","candidate toontrack.com; rel=0.00"
"com.Qubiq.host.SonivoxEssentialKeyboardCollection","Essential Keyboard Collection","essential-keyboard-collection","unreported","https://qubiq.com/","","reverse-dns","medium","","candidate qubiq.com; rel=0.00"
"com.ikmultimedia.TR5","T-RackS 5","t-racks-5","native","https://www.ikmultimedia.com/","","reverse-dns","medium","IK MULTIMEDIA. SOUND BETTER.","candidate ikmultimedia.com; rel=0.00"
"com.MLSoundLab.AmpedVX30","Amped - VX30","amped-vx30","native","http://www.mlsoundlab.com/","","reverse-dns","medium","mlsoundlab.com&nbsp;-&nbsp;mlsoundlab Resources and Information.","candidate mlsoundlab.com; rel=0.00; PARKED?"
"com.sunsama.native-app","Sunsama","sunsama","unreported","https://sunsama.com/","","reverse-dns","medium","Sunsama - Make work-life balance a reality.","candidate sunsama.com; rel=1.00"
"wang.jianing.app.OpenInTerminal","OpenInTerminal","openinterminal","native","https://jianing.com/","","reverse-dns","medium","JIANING.COM MAY BE AVAILABLE!","candidate jianing.com; rel=0.00"
"com.er.ur.typesy","Typesy","typesy","native","https://www.typesy.com/","","web-search","high","","web: Official Typesy site (touch-typing software, macOS); app name matches"
"cn.apifox.app","Apifox","apifox","unreported","https://apifox.com/","","reverse-dns","medium","Apifox - API 文档、调试、Mock、测试一体化协作平台。拥有接口文档管理、接口调试、Mock、自动化测试等功能，接口开发、测试、联调效率，提升 10 倍。最好用的接口文档管理工具，接口自动化测试工具。","candidate apifox.cn; rel=1.00"
"net.cozic.joplin-desktop","Joplin","joplin","native","https://cozic.net/","","reverse-dns","medium","Cozic Ltd - Cloud Solution Specialist","candidate cozic.net; rel=0.00"
"org.eclipse.mat.ui.rcp.MemoryAnalyzer","MemoryAnalyzer","memoryanalyzer","native","https://www.eclipse.org/","","reverse-dns","medium","Eclipse Foundation | Powering Open Innovation","retry candidate eclipse.org"
"com.tidycustoms.publii","Publii","publii","native","https://getpublii.com/","","web-search","high","","web: Official Publii site (static-site CMS by TidyCustoms, macOS); bundleId com.tidycustoms matches; also github.com/GetPublii/Publii"
"org.raspberrypi.imagingutility","Raspberry Pi Imager","raspberry-pi-imager","native","https://www.raspberrypi.org/","","reverse-dns","medium","Teach, learn, and make with the Raspberry Pi Foundation","candidate raspberrypi.org; rel=0.50"
"megacmd.mac","MEGAcmd","megacmd","unreported","https://www.apple.com/mac/","","reverse-dns","medium","Mac - Apple","candidate mac.com; rel=0.00"
"com.line6.podfarm2","POD Farm 2","pod-farm-2","unreported","https://line6.com/","","reverse-dns","medium","Line 6 | Amp and Effects Processors, Effects Pedals, Guitar Amps, and more","candidate line6.com; rel=0.00"
"com.line6.licensemanager","Line 6 License Manager","line-6-license-manager","unreported","https://line6.com/","","reverse-dns","medium","Line 6 | Amp and Effects Processors, Effects Pedals, Guitar Amps, and more","candidate line6.com; rel=0.33"
"com.okex.app","OKX","okx","unreported","https://www.okx.com/download","","web-search","high","","web: Official OKX download page (macOS desktop app); bundleId com.okex (OKX/OKEx) matches"
"com.xlnaudio.xlnonlineinstaller","XLN Online Installer","xln-online-installer","native","https://www.xlnaudio.com/","","reverse-dns","medium","Software for Music Production – XLN Audio","candidate xlnaudio.com; rel=0.33"
"com.Respondus.LockDownBrowser","LockDown Browser","lockdown-browser","unreported","https://web.respondus.com/","","reverse-dns","medium","Home - Respondus","candidate respondus.com; rel=0.00"
"org.pythonmac.unspecified.Exp-AIDEBeta1.0","Exp-AIDE Beta 1.0","exp-aide-beta-10","native","http://pythonmac.org/","","reverse-dns","medium","","candidate pythonmac.org; rel=0.00"
"io.dcloud.HBuilderXAlpha","HBuilderX","hbuilderx","unreported","https://dcloud.io/","","reverse-dns","medium","DCloud - 数字天堂官网、HBuilderX、HBuilder、uni-app、uniapp、5+、5plus、mui、wap2app、流应用、HTML5、小程序开发、跨平台App、多端框架","candidate dcloud.io; rel=1.00"
"org.115pc.115Desktop","115","115","unreported","https://pc.115.com/","","web-search","high","","web: Official 115 (115.com) desktop/browser download page; macOS supported (Intel + Apple Silicon); bundleId org.115pc matches"
"com.appletech752.Sliver","Sliver","sliver","unreported","https://appletech752.com/","","reverse-dns","medium","Apple Tech 752","candidate appletech752.com; rel=0.00"
"com.symless.synergy","Synergy","synergy","native","https://symless.com/","","reverse-dns","medium","Symless - The makers of Synergy","candidate symless.com; rel=1.00"
"com.brother.graphihslab","GTX Graphics Lab 6","gtx-graphics-lab-6","unreported","https://www.brother-usa.com/","","reverse-dns","medium","Brother-USA","candidate brother.com; rel=0.00"
"org.musescore.MuseScore","MuseScore","musescore","unreported","https://musescore.org/af","","reverse-dns","medium","Gratis musiekkomposisie- en notasiesagteware | MuseScore","candidate musescore.org; rel=1.00"
"com.muse.hub","Muse Hub","muse-hub","native","https://muse.com/","","reverse-dns","medium","","candidate muse.com; rel=0.50"
"com.install4j.8357-7994-5030-9105.837","Studio 3T","studio-3t","native","https://studio3t.com/","","web-search","high","","web: Official Studio 3T site (MongoDB GUI/IDE, macOS .dmg); generic install4j bundleId but app name identifies Studio 3T"
"com.splashtop.stbrm.macosx","Splashtop for RMM","splashtop-for-rmm","native","https://www.splashtop.com/","","reverse-dns","medium","","candidate splashtop.com; rel=0.33"
"com.splashtop.stp.macosx","Splashtop Personal","splashtop-personal","native","https://www.splashtop.com/","","reverse-dns","medium","","candidate splashtop.com; rel=0.50"
"com.oracle.workbench.MySQLWorkbench","MySQLWorkbench","mysqlworkbench","unreported","https://www.mysql.com/products/workbench/","","web-search","high","","web: Official Oracle/MySQL Workbench product page (macOS download via dev.mysql.com/downloads/workbench); bundleId com.oracle.workbench matches"
"com.anghami.anghami","Anghami","anghami","unreported","http://www.anghami.com","https://apps.apple.com/us/app/anghami-play-music-podcasts/id545395155?uo=4","itunes-seller","high","","MAS: Anghami: Play Music & Podcasts v8.0.32"
"com.qiuyuzhou.ShadowsocksX-NG","ShadowsocksX-NG","shadowsocksx-ng","native","https://github.com/shadowsocks/ShadowsocksX-NG","","web-search","high","","web: Official ShadowsocksX-NG repo (macOS client, maintainer qiuyuzhou); bundleId com.qiuyuzhou matches"
"com.garmin.BaseCamp","BaseCamp","basecamp","unreported","http://www.garmin.com","https://apps.apple.com/us/app/garmin-basecamp/id411052274?mt=12&uo=4","itunes-seller","high","","MAS: Garmin BaseCamp v4.8.11"
"com.datarobotics.drobodashboard","Drobo Dashboard","drobo-dashboard","unreported","https://datarobotics.com/","","reverse-dns","medium","Hello!","candidate datarobotics.com; rel=0.00"
"oss.krtirtho.spotube","spotube","spotube","native","https://spotube.krtirtho.dev/","","web-search","high","","web: Official Spotube site (open-source music client by Kingkor Roy Tirtho, macOS); bundleId oss.krtirtho matches; also github.com/KRTirtho/spotube"
"com.music-group.X32-Edit","X32-Edit","x32-edit","unreported","https://www.behringer.com/en/products/0603-ACE","","web-search","high","","web: Official Behringer X32 product page (Music Group = Behringer parent); X32-Edit macOS remote editor downloaded from X32 product Downloads tab; bundleId com.music-group matches"
"com.ETC.EosWelcomeScreen","Eos Family Welcome Screen","eos-family-welcome-screen","unreported","https://etc.com/","","reverse-dns","medium","Etcetera Technology Corporation","candidate etc.com; rel=0.00"
"no.lightdev.ontime","ontime","ontime","unreported","https://lightdev.com/","","reverse-dns","medium","","candidate lightdev.com; rel=0.00"
"com.s2.uk.installer","AppsAnywhere Setup","appsanywhere-setup","native","https://s2.com/","","reverse-dns","medium","S2","candidate s2.com; rel=0.00"
"test-companion.bitfocus.no","Companion","companion","unreported","https://www.bitfocus.com/","","reverse-dns","medium","Home | Bitfocus","candidate bitfocus.com; rel=0.00"
"com.brother.PtouchEditor","P-touch Editor","p-touch-editor","native","https://apps.apple.com/us/app/brother-p-touch-editor/id1453365242?mt=12&uo=4","https://apps.apple.com/us/app/brother-p-touch-editor/id1453365242?mt=12&uo=4","itunes-appstore","high","","MAS: Brother P-touch Editor v5.3.23"
"APG Live Manager","APG Live Manager","apg-live-manager","unreported","https://apg.audio/en/","","web-search","high","","web: Official APG audio site; APG Live Manager is their loudspeaker/amplifier control software with a macOS version; app name matches"
"com.yacreader.YACReaderLibrary","YACReaderLibrary","yacreaderlibrary","native","https://yacreader.com/","","reverse-dns","medium","YACReader","candidate yacreader.com; rel=0.00"
"com.yacreader.YACReader","YACReader","yacreader","native","http://ios.yacreader.com","https://apps.apple.com/us/app/yacreader-comic-reader/id635717885?uo=4","itunes-seller","high","","MAS: YACReader - Comic Reader v3.38.0"
"com.finnvoorhees.Unsqueeze","Unsqueeze","unsqueeze","native","https://finnvoorhees.com/unsqueeze","https://apps.apple.com/us/app/unsqueeze/id6475134617?uo=4","itunes-seller","high","","MAS: Unsqueeze v1.2.2"
"ClickRepair","ClickRepair","clickrepair","unreported","https://archive.clickrepair.org/software_info/clickrepair.html","","web-search","high","","web: Official ClickRepair site by Brian Davies (audio declicking, macOS); now an archived official site as the software is discontinued"
"com.install4j.5889-6375-8446-2021.22","Trader Workstation","trader-workstation","unreported","https://www.interactivebrokers.com/en/trading/tws.php","","web-search","high","","web: Official Interactive Brokers Trader Workstation (TWS) page; macOS standalone download available; generic install4j bundleId but app name identifies TWS"
"org.bluej.BlueJ","BlueJ","bluej","native","https://bluej.org/","","reverse-dns","medium","BlueJ","candidate bluej.org; rel=1.00"
"site.cryptobrowser.cryptotab","CryptoTab Browser","cryptotab-browser","native","https://cryptobrowser.com/","","reverse-dns","medium","","candidate cryptobrowser.com; rel=0.50"
"com.paulthetall.portingkit","Porting Kit","porting-kit","unreported","https://www.paulthetall.com/","","reverse-dns","medium","Paulthetall.com - Play your favorite windows games on your Mac!","candidate paulthetall.com; rel=0.00"
"com.felixrieseberg.macintoshjs","macintosh.js","macintoshjs","unreported","https://felixrieseberg.com/","","reverse-dns","medium","Felix Rieseberg","candidate felixrieseberg.com; rel=0.00"
"com.ubnt.UniFi","UniFi Network Server","unifi-network-server","unreported","https://www.ui.com/","","reverse-dns","medium","UniFi - Rethinking IT - Ubiquiti","candidate ubnt.com; rel=0.33"
"org.reef.offline-survey-entry","REEF-Survey","reef-survey","unreported","https://www.reef.org/","","reverse-dns","medium","Reef Environmental Education Foundation | Conserving Oceans Through Citizen Science, Education and Research","candidate reef.org; rel=0.50"
"com.iphonesoft3g.texaspokermac","Texas Poker","texas-poker","native","http://pokerist.com","https://apps.apple.com/us/app/texas-holdem-poker-pokerist/id431501599?mt=12&uo=4","itunes-seller","high","","MAS: Texas Hold'em Poker: Pokerist v73.32.0"
"com.sunpet.xploviewmac","Plugable Digital Viewer","plugable-digital-viewer","unreported","https://sunpet.com/","","reverse-dns","medium","Wholesale Tropical Fish - Sunpet","candidate sunpet.com; rel=0.00"
"todesktop.com.ToDesktop-Installer","Install ClickUp","install-clickup","native","https://clickup.com/download","","web-search","high","","web: Official ClickUp download page (macOS desktop app, built/distributed via ToDesktop installer matching the bundleId); 'Install ClickUp' is the ToDesktop installer"
"com.ti.et.phoenix.app.Application","TI-Nspire","ti-nspire","unreported","https://www.ti.com/","","reverse-dns","medium","Analog | Embedded processing | Semiconductor company | TI.com","candidate ti.com; rel=0.00"
"uk.co.abcsa.SA100-2021","sa100-2021","sa100-2021","unreported","https://www.abcsa.co.uk/","","reverse-dns","medium","ABC Self Assessment software","candidate abcsa.co.uk; rel=0.00"
"con.ikmultimedia.modobass","MODO BASS","modo-bass","unreported","https://www.ikmultimedia.com/","","reverse-dns","medium","IK MULTIMEDIA. SOUND BETTER.","candidate ikmultimedia.com; rel=0.00"
"com.mowglii.ItsycalApp","Itsycal","itsycal","native","https://mowglii.com/","","reverse-dns","medium","Mowglii - Mowglii makes Mac apps","candidate mowglii.com; rel=0.00"
"co.mural.macOS","Mural","mural","unreported","https://www.mural.co/","","reverse-dns","medium","AI-powered visual workspace for team collaboration | Mural","candidate mural.co; rel=1.00"
"com.geranium-soft.audioconverter","Audio Converter Pro","audio-converter-pro","unreported","https://geranium-soft.com/products/audio-converter-pro","https://apps.apple.com/us/app/audio-converter-pro/id698196505?mt=12&uo=4","itunes-seller","high","","MAS: Audio Converter Pro v2.2.5"
"com.crowdcafe.calculator","CalculatorMax","calculatormax","native","https://calculatormax.app","https://apps.apple.com/us/app/calculator-max/id364905554?uo=4","itunes-seller","high","","MAS: Calculator Max v4.6.1"
"com.soundly.Soundly","Soundly","soundly","unreported","https://soundly.app","https://apps.apple.com/us/app/soundly-white-noise-sleep/id1447164749?uo=4","itunes-seller","high","","MAS: Soundly - White Noise Sleep v1.9.7"
"com.paceap.eden.iLokLicenseManager","iLok License Manager","ilok-license-manager","native","https://paceap.com/","","reverse-dns","medium","PACE Anti-Piracy | #1 App Protection &amp; Software Licensing","candidate paceap.com; rel=0.00"
"com.audiokinetic.launcher","Wwise Launcher","wwise-launcher","native","https://www.audiokinetic.com/en/","","reverse-dns","medium","Audiokinetic","candidate audiokinetic.com; rel=0.00"
"com.qnap.qsync","Qsync Client","qsync-client","unreported","https://www.qnap.com/en-us","","reverse-dns","medium","QNAP (US) | Secure, Intelligent Data & Storage Solutions","candidate qnap.com; rel=0.00"
"com.enscape.EnscapeApplication","EnscapeApplication","enscapeapplication","unreported","https://enscape3d.com/","","web-search","high","","web: Official Enscape (Chaos) site; Enscape for Mac is native/Apple Silicon; bundleId com.enscape matches"
"red.evelyn.accord","Accord","accord","native","https://www.evelyn.com/","","reverse-dns","medium","Personalised expert advice | Evelyn Partners","candidate evelyn.com; rel=0.00"
"com.bitcavehq.Airflow","Airflow","airflow","native","https://airflow.app/","","reverse-dns","medium","Airflow","candidate bitcavehq.com; rel=1.00"
"com.overwolf.curseforge","CurseForge","curseforge","native","https://www.overwolf.com/","","reverse-dns","medium","Overwolf | The guild of in-game creators","candidate overwolf.com; rel=0.00"
"com.redgiant.VFX-Suite-Installer","VFX Suite Installer","vfx-suite-installer","unreported","https://www.maxon.net/en/red-giant","","reverse-dns","medium","","candidate redgiant.com; rel=0.00"
"com.redgiant.Trapcode-Suite-Installer","Trapcode Suite Installer","trapcode-suite-installer","unreported","https://www.maxon.net/en/red-giant","","reverse-dns","medium","","candidate redgiant.com; rel=0.00"
"com.anylogic.AnyLogic","AnyLogic","anylogic","unreported","https://www.anylogic.com/","","reverse-dns","medium","AnyLogic: Simulation Modeling Software Tools & Solutions","candidate anylogic.com; rel=1.00"
"com.viatom.O2PCViewer-BLE","O2_Insight_Pro","o2insightpro","unreported","https://apps.apple.com/us/app/o2insight-pro/id1491464821?mt=12&uo=4","https://apps.apple.com/us/app/o2insight-pro/id1491464821?mt=12&uo=4","itunes-appstore","high","","MAS: O2Insight pro v1.9.2"
"no.degree.macos.Filemail","Filemail","filemail","unreported","https://www.filemail.com","https://apps.apple.com/us/app/filemail-file-sharing-app/id1183772244?mt=12&uo=4","itunes-seller","high","","MAS: Filemail - File Sharing App v4.8.2"
"com.amarcus.PiPer","PiPer","piper","unreported","https://github.com/amarcu5/PiPer","https://apps.apple.com/us/app/piper/id1421915518?mt=12&uo=4","itunes-seller","high","","MAS: PiPer v1.0.4"
"com.aleksanderpopko.Rearview","Rearview","rearview","unreported","https://rearviewapp.io","https://apps.apple.com/us/app/rearview-handy-mirror-camera/id1459730659?mt=12&uo=4","itunes-seller","high","","MAS: Rearview - handy mirror camera v2.3"
"com.instatus.out","Instatus Out","instatus-out","unreported","https://instatus.com/out","https://apps.apple.com/us/app/instatus-out/id1552633430?mt=12&uo=4","itunes-seller","high","","MAS: Instatus Out v1.0.8"
"com.authy.authy-mac","Authy Desktop","authy-desktop","unreported","https://www.authy.com/","","reverse-dns","medium","Authy: Two-factor Authentication (2FA) App &amp; Guides | Authy","candidate authy.com; rel=0.50"
"org.xbmc.kodi","Kodi","kodi","unreported","https://kodi.tv","","web-search","high","","web: Kodi (XBMC) official site"
"com.vimov.weatherhd.maclite","Clear Day Lite","clear-day-lite","unreported","https://www.vimov.com","","web-search","medium","","web: vimov (maker of Clear Day weather)"
"com.kablock.macos","Ka-Block!","ka-block","native","http://kablock.com","https://apps.apple.com/us/app/ka-block/id1335413823?mt=12&uo=4","itunes-seller","high","","MAS: Ka-Block! v3.5"
"com.hyundai.update","Navigation Updater","navigation-updater","unreported","https://www.hyundaiusa.com/us/en","","reverse-dns","medium","Hyundai USA: Cars, SUVs, &amp; Electric Vehicles | Official Site","candidate hyundai.com; rel=0.00"
"com.emmgunn.MP4tools3","MP4tools","mp4tools","unreported","https://emmgunn.com/wp/","","reverse-dns","medium","EmmGunn Software &#8211; Tools for converting videos on the Mac OS.","candidate emmgunn.com; rel=0.00"
"com.nolo.WillMaker2018","WillMaker","willmaker","unreported","https://www.nolo.com/","","reverse-dns","medium","Legal Encyclopedia, Legal Forms, Law Books, &amp; Software","candidate nolo.com; rel=0.00"
"com.ABabe.rarextractorfree","RAR Extractor - Unarchiver","rar-extractor-unarchiver","native","https://apps.apple.com/us/app/rar-extractor-unarchiver/id646295438?uo=4","https://apps.apple.com/us/app/rar-extractor-unarchiver/id646295438?uo=4","itunes-appstore","high","","MAS: RAR Extractor - Unarchiver v6.4.2"
"com.seagate.dashboard","Seagate Dashboard","seagate-dashboard","unreported","https://www.seagate.com/","","reverse-dns","medium","Leaders in mass-capacity storage | Seagate US","candidate seagate.com; rel=0.50"
"com.EPOSConnect.app","EPOS Connect","epos-connect","native","https://www.eposaudio.com/en/us/software/epos-connect","","web-search","high","","web: EPOS official software page (web search)"
"com.apogee.Apogee-Maestro-2","Apogee Maestro 2","apogee-maestro-2","native","https://apogee.com/","","reverse-dns","medium","DomainBid - Domain Bidding","candidate apogee.com; rel=0.50"
"com.WavesAudio.central","Waves Central","waves-central","native","https://www.waves.com/downloads/central","","web-search","high","","web: Waves Audio official (waves.com)"
"Antelope Launcher","Antelope Launcher","antelope-launcher","unreported","https://en.antelopeaudio.com","","web-search","high","","web: Antelope Audio official (web search)"
"org.tabby","Tabby","tabby","unreported","https://tabby.org/","","reverse-dns","medium","","candidate tabby.org; rel=1.00"
"com.mobeesoft.vidjuice","VidJuice UniTube","vidjuice-unitube","native","https://mobeesoft.com/","","reverse-dns","medium","Mobeesoft - Handy tools for your everyday needs","candidate mobeesoft.com; rel=0.00"
"com.descript.beachcube","Descript","descript","unreported","https://www.descript.com/","","reverse-dns","medium","Descript – AI Video &amp; Podcast Editor | Free, Online","candidate descript.com; rel=1.00"
"de.ixeau.CursorPro","Cursor Pro","cursor-pro","native","https://appahead.studio/apps/cursor-pro/","https://apps.apple.com/us/app/cursor-pro/id1447043133?mt=12&uo=4","itunes-seller","high","","MAS: Cursor Pro v2.15"
"com.lbyczf.clashwin","Clash for Windows","clash-for-windows","unreported","https://docs.cfw.lbyczf.com","","web-search","medium","","web: official docs (project discontinued, original repo removed)"
"com.easyeda","EasyEDA","easyeda","unreported","https://easyeda.com/","","reverse-dns","medium","EasyEDA - Online PCB design &amp; circuit simulator","candidate easyeda.com; rel=1.00"
"com.sascha-simon.battery","Battery Monitor Pro","battery-monitor-pro","native","https://apps.apple.com/us/app/battery-monitor-pro/id6451333638?mt=12&uo=4","https://apps.apple.com/us/app/battery-monitor-pro/id6451333638?mt=12&uo=4","itunes-appstore","high","","MAS: Battery Monitor Pro v2.2.9"
"cn.i4tools.mac","i4Tools","i4tools","unreported","https://i4tools.com/","","reverse-dns","medium","i4tools.com","candidate i4tools.com; rel=1.00; PARKED?"
"com.ea.Origin","Origin","origin","unreported","https://www.ea.com/","","reverse-dns","medium","","candidate ea.com; rel=0.00"
"com.goodsnooze.speedy","Speedy","speedy","native","https://goodsnooze.gumroad.com/l/speedyapp","","web-search","high","","web: Good Snooze (Jordi Bruin) official Gumroad (web search)"
"com.toggleMute","toggleMute","togglemute","native","http://togglemute.com/","","reverse-dns","medium","Registrant WHOIS contact information verification | Namecheap.com","candidate togglemute.com; rel=1.00"
